Id,"Region Id",Name
141,2,"Union Cave"
147,1,"Cerulean Cave"
148,2,"Unknown All Poliwag"
149,2,"Unknown All Rattata"
150,2,"Unknown All Bugs"
151,1,"Vermilion City"
152,1,"Kanto Victory Road 1"
153,2,"Violet City"
154,1,"Viridian City"
155,1,"Viridian Forest"
156,2,"Whirl Islands"
157,1,"Kanto Route 23"
158,1,"Power Plant"
159,1,"Kanto Victory Road 2"
160,1,"Pokemon Tower"
161,1,"Pokemon Mansion"
162,1,"Kanto Safari Zone"
163,4,"Sandgem Town"
164,4,"Floaroma Town"
165,4,"Solaceon Town"
167,4,"Jubilife City"
168,4,"Oreburgh City"
169,4,"Hearthome City"
170,4,"Veilstone City"
171,4,"Snowpoint City"
172,4,"Spear Pillar"
173,4,"Pal Park"
174,4,"Amity Square"
175,4,"Floaroma Meadow"
177,4,"Fullmoon Island"
178,4,"Sendoff Spring"
179,4,"Flower Paradise"
180,4,"Maniac Tunnel"
181,4,"Galactic Hq"
182,4,"Verity Lakefront"
183,4,"Newmoon Island"
184,4,"Sinnoh Battle Tower"
185,4,"Fight Area"
186,4,"Survival Area"
187,4,"Seabreak Path"
188,4,"Sinnoh Hall Of Origin 1"
189,4,"Sinnoh Hall Of Origin 2"
190,4,"Verity Cavern"
191,4,"Valor Cavern"
192,4,"Acuity Cavern"
193,4,"Jubilife Tv"
194,4,"Poketch Co"
195,4,Gts
196,4,"Trainers School"
197,4,"Mining Museum"
198,4,"Sinnoh Flower Shop"
199,4,"Sinnoh Cycle Shop"
200,4,"Contest Hall"
201,4,"Poffin House"
202,4,"Sinnoh Foreign Building"
203,4,"Pokemon Day Care"
204,4,"Veilstone Store"
205,4,"Sinnoh Game Corner"
206,4,"Canalave Library"
207,4,"Vista Lighthouse"
208,4,"Sunyshore Market"
209,4,"Footstep House"
210,4,"Sinnoh Cafe"
211,4,"Grand Lake"
212,4,"Sinnoh Restaurant"
213,4,"Battle Park"
214,4,"Battle Frontier"
215,4,"Battle Factory"
216,4,"Battle Castle"
217,4,"Battle Arcade"
218,4,"Battle Hall"
219,4,"Distortion World"
220,4,"Sinnoh Global Terminal"
221,4,"Sinnoh Villa"
222,4,Battleground
223,4,"Rotoms Room"
224,4,"Tg Eterna Bldg"
225,4,"Iron Ruins"
226,4,"Iceberg Ruins"
227,4,"Rock Peak Ruins"
228,2,"Azalea Town"
229,2,"Goldenrod City"
230,2,"Mahogany Town"
231,1,"Pewter City"
232,1,"Lavender Town"
233,1,"Indigo Plateau"
234,1,"Saffron City"
236,2,"Johto Lighthouse"
237,2,"Team Rocket Hq"
238,2,"Goldenrod Tunnel"
239,2,"Mt Silver Cave"
241,2,"Pokeathlon Dome"
242,2,"Ss Aqua"
243,2,"Safari Zone Gate"
244,2,"Cliff Cave"
245,2,"Frontier Access"
246,2,"Bellchime Trail"
247,2,"Sinjoh Ruins"
248,2,"Embedded Tower"
249,2,Pokewalker
250,2,"Cliff Edge Gate"
252,2,"Radio Tower"
253,,"Day Care Couple"
254,,"Link Trade Arrive"
255,,"Link Trade Met"
256,,Kanto
257,,Johto
258,,Hoenn
259,,Sinnoh
260,,"Distant Land"
261,,"Traveling Man"
262,,Riley
263,,Cynthia
264,,"Mystery Zone"
265,,"Lovely Place"
266,,"Pokemon Ranger"
267,,"Faraway Place"
268,,"Pokemon Movie"
269,,"Pokemon Movie 06"
270,,"Pokemon Movie 07"
271,,"Pokemon Movie 08"
272,,"Pokemon Movie 09"
273,,"Pokemon Movie 10"
274,,"Pokemon Movie 11"
275,,"Pokemon Movie 12"
276,,"Pokemon Movie 13"
277,,"Pokemon Movie 14"
278,,"Pokemon Movie 15"
279,,"Pokemon Movie 16"
280,,"Pokemon Cartoon"
281,,"Space World"
282,,"Space World 06"
283,,"Space World 07"
284,,"Space World 08"
285,,"Space World 09"
286,,"Space World 10"
287,,"Space World 11"
288,,"Space World 12"
289,,"Space World 13"
290,,"Space World 14"
291,,"Space World 15"
292,,"Space World 16"
293,,"Pokemon Festa"
294,,"Pokemon Festa 06"
295,,"Pokemon Festa 07"
296,,"Pokemon Festa 08"
297,,"Pokemon Festa 09"
298,,"Pokemon Festa 10"
299,,"Pokemon Festa 11"
300,,"Pokemon Festa 12"
301,,"Pokemon Festa 13"
302,,"Pokemon Festa 14"
303,,"Pokemon Festa 15"
304,,"Pokemon Festa 16"
305,,Pokepark
306,,"Pokepark 06"
307,,"Pokepark 07"
308,,"Pokepark 08"
309,,"Pokepark 09"
310,,"Pokepark 10"
311,,"Pokepark 11"
312,,"Pokepark 12"
313,,"Pokepark 13"
314,,"Pokepark 14"
315,,"Pokepark 15"
316,,"Pokepark 16"
317,,"Pokemon Center"
318,,"Pc Tokyo"
319,,"Pc Osaka"
320,,"Pc Fukuoka"
321,,"Pc Nagoya"
322,,"Pc Sapporo"
323,,"Pc Yokohama"
324,,"Nintendo World"
325,,"Pokemon Event"
326,,"Pokemon Event 06"
327,,"Pokemon Event 07"
328,,"Pokemon Event 08"
329,,"Pokemon Event 09"
330,,"Pokemon Event 10"
331,,"Pokemon Event 11"
332,,"Pokemon Event 12"
333,,"Pokemon Event 13"
334,,"Pokemon Event 14"
335,,"Pokemon Event 15"
336,,"Pokemon Event 16"
337,,"Wi Fi Event"
338,,"Wi Fi Gift"
339,,"Pokemon Fan Club"
340,,"Event Site"
341,,"Concert Event"
342,,"Mr Pokemon"
343,,Primo
344,5,"Unova Mystery Zone"
345,5,"Unova Faraway Place"
346,5,"Nuvema Town"
347,5,"Accumula Town"
348,5,"Striaton City"
349,5,"Nacrene City"
350,5,"Castelia City"
351,5,"Nimbasa City"
352,5,"Driftveil City"
353,5,"Mistralton City"
354,5,"Icirrus City"
355,5,"Opelucid City"
356,5,"Unova Route 1"
357,5,"Unova Route 2"
358,5,"Unova Route 3"
359,5,"Unova Route 4"
360,5,"Unova Route 5"
361,5,"Unova Route 6"
362,5,"Unova Route 7"
363,5,"Unova Route 8"
364,5,"Unova Route 9"
365,5,"Unova Route 10"
366,5,"Unova Route 11"
367,5,"Unova Route 12"
368,5,"Unova Route 13"
369,5,"Unova Route 14"
370,5,"Unova Route 15"
371,5,"Unova Route 16"
372,5,"Unova Route 17"
373,5,"Unova Route 18"
374,5,Dreamyard
375,5,"Pinwheel Forest"
376,5,"Desert Resort"
377,5,"Relic Castle"
378,5,"Cold Storage"
379,5,"Chargestone Cave"
380,5,"Twist Mountain"
381,5,"Dragonspiral Tower"
382,5,"Unova Victory Road"
383,5,"Lacunosa Town"
384,5,"Undella Town"
385,5,"Anville Town"
386,5,"Unova Pokemon League"
387,5,"Ns Castle"
388,5,"Royal Unova"
389,5,"Gear Station"
390,5,"Battle Subway"
391,5,"Musical Theater"
392,5,"Black City"
393,5,"White Forest"
394,5,"Unity Tower"
395,5,"Wellspring Cave"
396,5,"Mistralton Cave"
397,5,"Rumination Field"
398,5,"Celestial Tower"
399,5,"Moor Of Icirrus"
400,5,"Unova Shopping Mall"
401,5,"Challengers Cave"
402,5,"Poke Transfer Lab"
403,5,"Giant Chasm"
404,5,"Liberty Garden"
405,5,"P2 Laboratory"
406,5,"Skyarrow Bridge"
407,5,"Driftveil Drawbridge"
408,5,"Tubeline Bridge"
409,5,"Village Bridge"
410,5,"Marvelous Bridge"
411,5,Entralink
412,5,"Abundant Shrine"
413,5,"Undella Bay"
414,5,"Lostlorn Forest"
415,5,"Trial Chamber"
416,5,"Guidance Chamber"
417,5,"Entree Forest"
418,5,"Accumula Gate"
419,5,"Undella Gate"
420,5,"Nacrene Gate"
421,5,"Castelia Gate"
422,5,"Nimbasa Gate"
423,5,"Opelucid Gate"
424,5,"Black Gate"
425,5,"White Gate"
426,5,"Bridge Gate"
427,5,"Route Gate"
428,5,"Abyssal Ruins"
429,3,"Petalburg City"
430,3,"Slateport City"
431,3,"Lilycove City"
432,3,"Mossdeep City"
433,3,"Sootopolis City"
434,3,"Ever Grande City"
435,3,"Meteor Falls"
436,3,"Rusturf Tunnel"
437,3,"Granite Cave"
438,3,"Petalburg Woods"
439,3,"Jagged Pass"
440,3,"Fiery Path"
441,3,"Mt Pyre"
442,3,"Seafloor Cavern"
443,3,"Cave Of Origin"
444,3,"Hoenn Victory Road"
445,3,"Shoal Cave"
446,3,"New Mauville"
447,3,"Abandoned Ship"
448,3,"Sky Pillar"
449,3,"Hoenn Route 101"
450,3,"Hoenn Route 102"
451,3,"Hoenn Route 103"
452,3,"Hoenn Route 104"
453,3,"Hoenn Route 105"
454,3,"Hoenn Route 106"
455,3,"Hoenn Route 107"
456,3,"Hoenn Route 108"
457,3,"Hoenn Route 109"
458,3,"Hoenn Route 110"
459,3,"Hoenn Route 111"
460,3,"Hoenn Route 112"
461,3,"Hoenn Route 113"
462,3,"Hoenn Route 114"
463,3,"Hoenn Route 115"
464,3,"Hoenn Route 116"
465,3,"Hoenn Route 117"
466,3,"Hoenn Route 118"
467,3,"Hoenn Route 119"
468,3,"Hoenn Route 120"
469,3,"Hoenn Route 121"
470,3,"Hoenn Route 122"
471,3,"Hoenn Route 123"
472,3,"Hoenn Route 124"
473,3,"Hoenn Route 125"
474,3,"Hoenn Route 126"
475,3,"Hoenn Route 127"
476,3,"Hoenn Route 128"
477,3,"Hoenn Route 129"
478,3,"Hoenn Route 130"
479,3,"Hoenn Route 131"
480,3,"Hoenn Route 132"
481,3,"Hoenn Route 133"
482,3,"Hoenn Route 134"
483,3,"Hoenn Safari Zone"
484,3,"Dewford Town"
485,3,"Pacifidlog Town"
486,3,"Magma Hideout"
487,3,"Mirage Tower"
488,3,"Desert Underpass"
489,3,"Artisan Cave"
490,3,"Hoenn Altering Cave"
491,1,"Monean Chamber"
492,1,"Liptoo Chamber"
493,1,"Weepth Chamber"
494,1,"Dilford Chamber"
495,1,"Scufib Chamber"
496,1,"Rixy Chamber"
497,1,"Viapos Chamber"
498,1,"Ss Anne"
500,1,"Mt Ember"
501,1,"Berry Forest"
502,1,"Icefall Cave"
503,1,"Pattern Bush"
504,1,"Lost Cave"
505,1,"Kindle Road"
506,1,"Treasure Beach"
507,1,"Cape Brink"
508,1,"Bond Bridge"
509,1,"Three Isle Port"
510,1,"Resort Gorgeous"
511,1,"Water Labyrinth"
512,1,"Five Isle Meadow"
513,1,"Memorial Pillar"
514,1,"Outcast Island"
515,1,"Green Path"
516,1,"Water Path"
517,1,"Ruin Valley"
518,1,"Trainer Tower"
519,1,"Canyon Entrance"
520,1,"Sevault Canyon"
521,1,"Tanoby Ruins"
526,1,"One Island"
527,1,"Four Island"
528,1,"Five Island"
529,1,"Kanto Altering Cave"
531,5,"Aspertia City"
532,5,"Virbank City"
533,5,"Humilau City"
534,5,"Pokestar Studios"
535,5,"Join Avenue"
536,5,"Floccesy Town"
537,5,"Lentimas Town"
538,5,"Unova Route 19"
539,5,"Unova Route 20"
540,5,"Unova Route 21"
541,5,"Unova Route 22"
542,5,"Unova Route 23"
543,5,"Castelia Sewers"
544,5,"Floccesy Ranch"
545,5,"Virbank Complex"
546,5,"Reversal Mountain"
547,5,"Strange House"
548,5,"Unova Victory Road 2"
549,5,"Plasma Frigate"
550,5,"Relic Passage"
551,5,"Clay Tunnel"
552,5,"White Treehollow"
553,5,"Black Tower"
554,5,"Seaside Cave"
555,5,"Cave Of Being"
556,5,"Hidden Grotto"
557,5,"Marine Tube"
558,5,"Virbank Gate"
559,5,"Aspertia Gate"
560,5,"Nature Sanctuary"
561,5,"Medal Secretariat"
562,5,"Underground Ruins"
563,5,"Rocky Mountain Room"
564,5,"Glacier Room"
565,5,"Iron Room"
566,5,"Pledge Grove"
567,3,"Littleroot Town"
568,3,"Oldale Town"
569,3,"Lavaridge Town"
570,3,"Fallarbor Town"
571,3,"Verdanturf Town"
572,3,"Mauville City"
573,3,"Rustboro City"
574,3,"Fortree City"
575,3,Underwater
576,3,"Mt Chimney"
577,3,"Mirage Island"
578,3,"Southern Island"
579,3,"Sealed Chamber"
580,3,"Scorched Slab"
581,3,"Island Cave"
582,3,"Desert Ruins"
583,3,"Ancient Tomb"
584,3,"Inside Of Truck"
585,3,"Secret Base"
586,3,"Hoenn Battle Tower"
587,6,"Vaniville Town"
588,6,"Kalos Route 1"
589,6,"Vaniville Pathway"
590,6,"Aquacorde Town"
591,6,"Kalos Route 2"
592,6,"Avance Trail"
593,6,"Santalune Forest"
594,6,"Kalos Route 3"
595,6,"Ouvert Way"
596,6,"Santalune City"
597,6,"Kalos Route 4"
598,6,"Parterre Way"
599,6,"Lumiose City"
600,6,"Prism Tower"
601,6,"Lysandre Labs"
602,6,"Kalos Route 5"
603,6,"Versant Road"
604,6,"Camphrier Town"
605,6,"Shabboneau Castle"
606,6,"Kalos Route 6"
607,6,"Palais Lane"
608,6,"Parfum Palace"
609,6,"Kalos Route 7"
610,6,"Rivière Walk"
611,6,"Cyllage City"
612,6,"Kalos Route 8"
613,6,"Muraille Coast"
614,6,"Ambrette Town"
615,6,"Kalos Route 9"
616,6,"Spikes Passage"
617,6,"Battle Chateau"
618,6,"Kalos Route 10"
619,6,"Menhir Trail"
620,6,"Geosenge Town"
621,6,"Kalos Route 11"
622,6,"Miroir Way"
623,6,"Reflection Cave"
624,6,"Shalour City"
625,6,"Tower Of Mastery"
626,6,"Kalos Route 12"
627,6,"Fourrage Road"
628,6,"Coumarine City"
629,6,"Kalos Route 13"
630,6,"Lumiose Badlands"
631,6,"Kalos Route 14"
632,6,"Laverre Nature Trail"
633,6,"Laverre City"
634,6,"Poke Ball Factory"
635,6,"Kalos Route 15"
636,6,"Brun Way"
637,6,"Dendemille Town"
638,6,"Kalos Route 16"
639,6,"Melancolie Path"
640,6,"Frost Cavern"
641,6,"Kalos Route 17"
642,6,"Mamoswine Road"
643,6,"Anistar City"
644,6,"Kalos Route 18"
645,6,"Vallee Etroite Way"
646,6,"Couriway Town"
647,6,"Kalos Route 19"
648,6,"Grande Vallee Way"
649,6,"Snowbelle City"
650,6,"Kalos Route 20"
651,6,"Winding Woods"
652,6,"Pokemon Village"
653,6,"Kalos Route 21"
654,6,"Dernière Way"
655,6,"Kalos Route 22"
656,6,"Detourner Way"
657,6,"Kalos Victory Road"
658,6,"Kalos Pokemon League"
659,6,"Kiloude City"
660,6,"Battle Maison"
661,6,"Azure Bay"
662,6,"Dendemille Gate"
663,6,"Couriway Gate"
664,6,"Ambrette Gate"
665,6,"Lumiose Gate"
666,6,"Shalour Gate"
667,6,"Coumarine Gate"
668,6,"Laverre Gate"
669,6,"Anistar Gate"
670,6,"Snowbelle Gate"
671,6,"Glittering Cave"
672,6,"Connecting Cave"
673,6,"Zubat Roost"
674,6,"Kalos Power Plant"
675,6,"Team Flare Secret Hq"
676,6,"Terminus Cave"
677,6,"Lost Hotel"
678,6,"Chamber Of Emptiness"
679,6,"Sea Spirits Den"
680,6,"Friend Safari"
681,6,"Blazing Chamber"
682,6,"Flood Chamber"
683,6,"Ironworks Chamber"
684,6,"Dragonmark Chamber"
685,6,"Radiant Chamber"
686,6,"Pokemon League Gate"
687,6,"Lumiose Station"
688,6,"Kiloude Station"
689,6,"Ambrette Aquarium"
690,6,"Unknown Dungeon"
691,3,"Hoenn Pokemon League"
692,3,"Team Aqua Hideout"
693,3,"Sea Mauville"
694,3,"Team Magma Hideout"
695,3,"Battle Resort"
696,3,"Ss Tidal"
697,3,"Mirage Forest"
698,3,"Mirage Cave"
699,3,"Mirage Mountain"
700,3,"Trackless Forest"
701,3,"Pathless Plain"
702,3,"Nameless Cavern"
703,3,"Fabled Cave"
704,3,"Gnarled Den"
705,3,"Crescent Isle"
706,3,"Secret Islet"
707,3,"Soaring In The Sky"
708,3,"Secret Shore"
709,3,"Secret Meadow"
710,7,"Alola Route 1  Hauoli Outskirts"
711,7,"Alola Route 1"
712,7,"Alola Route 3"
713,7,"Alola Route 2"
714,7,"Kalae Bay"
715,7,"Melemele Sea"
716,7,"Hauoli City  Beachfront"
717,7,"Hauoli City  Shopping District"
718,7,"Hauoli City  Marina"
719,7,"Iki Town"
720,7,"Mahalo Trail"
721,7,"Mahalo Trail  Plank Bridge"
722,7,"Ruins Of Conflict"
723,7,"Ten Carat Hill"
724,7,"Ten Carat Hill  Farthest Hollow"
725,7,"Hauoli Cemetery"
726,7,"Melemele Meadow"
727,7,"Seaward Cave"
728,7,"Berry Fields"
729,7,"Verdant Cavern  Trial Site"
730,7,"Verdant Cavern  Totems Den"
731,7,"Alola Route 4"
732,7,"Alola Route 5"
733,7,"Alola Route 6"
734,7,"Alola Route 7"
735,7,"Alola Route 8"
736,7,"Alola Route 9"
737,7,"Hano Grand Resort"
738,7,"Hano Beach"
739,7,"Akala Meadow"
740,7,"Paniola Town"
741,7,"Heahea City"
742,7,"Konikoni City"
743,7,"Royal Avenue"
744,7,"Memorial Hill"
745,7,"Paniola Ranch"
746,7,"Wela Volcano Park"
747,7,"Wela Volcano Park  Totems Den"
748,7,"Brooklet Hill"
749,7,"Brooklet Hill  Totems Den"
750,7,"Lush Jungle"
751,7,"Ruins Of Life"
752,7,"Akala Outskirts"
753,7,"Digletts Tunnel"
754,7,"Battle Royal Dome"
755,7,"Alola Route 10"
756,7,"Alola Route 11"
757,7,"Secluded Shore"
758,7,"Alola Route 13"
759,7,"Tapu Village"
760,7,"Alola Route 15"
761,7,"Alola Route 16"
762,7,"Alola Route 17"
763,7,"Alola Route 12"
764,7,"Haina Desert"
765,7,"Alola Route 14"
766,7,"Ulaula Meadow"
767,7,"Po Town"
768,7,"Malie City Proper"
769,7,"Malie Garden"
770,7,"Mount Hokulani"
771,7,"Blush Mountain"
772,7,"Ruins Of Abundance"
773,7,"Lake Of The Sunne"
774,7,"Lake Of The Moone"
775,7,"Mount Lanakila"
776,7,"Shady House"
777,7,"Thrifty Megamart  Abandoned Site"
778,7,"Hokulani Observatory"
779,7,"Alola Pokemon League"
780,7,"Poni Meadow"
781,7,"Poni Wilds"
782,7,"Ancient Poni Path"
783,7,"Poni Breaker Coast"
784,7,"Poni Grove"
785,7,"Poni Plains"
786,7,"Poni Coast"
787,7,"Poni Gauntlet"
788,7,"Seafolk Village"
789,7,"Vast Poni Canyon"
790,7,"Altar Of The Sunne"
791,7,"Altar Of The Moone"
792,7,"Ruins Of Hope"
793,7,"Resolution Cave"
794,7,"Exeggutor Island"
795,7,"Battle Tree"
796,7,"Aether Paradise"
797,7,"Ultra Space"
798,7,"Malie City  Outer Cape"
799,1,"Roaming Kanto"
800,2,"Roaming Johto"
801,3,"Roaming Hoenn"
802,4,"Roaming Sinnoh"
803,3,"Terra Cave"
804,3,"Marine Cave"
805,1,"Two Island"
806,1,"Three Island"
807,1,"Three Isle Path"
808,1,"Six Island"
809,1,"Seven Island"
810,1,"Birth Island"
811,1,"Navel Rock"
812,3,"Faraway Island"
813,3,"Hoenn Battle Frontier"
814,2,"Johto Safari Zone"
815,10,"Cabo Poco"
816,10,"Los Platos"
817,10,Mesagoza
818,10,Cortondo
819,10,Alfornada
820,10,"Pokemon League"
821,10,Artazon
822,10,Levincia
823,10,Zapapico
824,10,Cascarrafa
825,10,"Porto Marinada"
826,10,Medali
827,10,Montenevera
828,10,"Paldea South Province Area One"
829,10,"Paldea South Province Area Two"
830,10,"Paldea South Province Area Three"
831,10,"Paldea South Province Area Four"
832,10,"Paldea South Province Area Five"
833,10,"Paldea South Province Area Six"
834,10,"South Paldean Sea"
835,10,"Poco Path"
836,10,"Inlet Grotto"
837,10,"Naranja Academy"
838,10,"Alfornada Cavern"
839,10,"Grasswither Shrine"
840,10,"Paldea East Province Area One"
841,10,"Paldea East Province Area Two"
842,10,"Paldea East Province Area Three"
843,10,"East Paldean Sea"
844,10,"Tagtree Thicket"
845,10,"Schedar Squads Base"
846,10,"Navi Squads Base"
847,10,"Paldea West Province Area One"
848,10,"Paldea West Province Area Two"
849,10,"Paldea West Province Area Three"
850,10,"Asado Desert"
851,10,"West Paldean Sea"
852,10,"Segin Squads Base"
853,10,"Icerend Shrine"
854,10,"Paldea North Province Area One"
855,10,"Paldea North Province Area Two"
856,10,"Paldea North Province Area Three"
857,10,"Casseroya Lake"
858,10,"Dalizapa Passage"
859,10,"Glaseado Mountain"
860,10,"Socarrat Trail"
861,10,"Groundblight Shrine"
862,10,"Firescourge Shrine"
863,10,"North Paldean Sea"
864,10,"Ruchbah Squads Base"
865,10,"Caph Squads Base"
866,10,"Area Zero"
867,10,"Zero Lab"
868,8,"Galar Route 1"
869,8,"Galar Route 2"
870,8,"Galar Route 3"
871,8,"Galar Route 4"
872,8,"Galar Route 5"
873,8,"Galar Route 6"
874,8,"Galar Route 7"
875,8,"Galar Route 8"
876,8,"Galar Route 9"
877,8,"Galar Route 10"
878,8,"Axews Eye"
879,8,"Ballimere Lake"
880,8,Ballonlea
881,8,"Battle Tower"
882,8,"Brawlers Cave"
883,8,"Bridge Field"
884,8,"Challenge Beach"
885,8,"Challenge Road"
886,8,Circhester
887,8,"Courageous Cavern"
888,8,"Crown Shrine"
889,8,"Dappled Grove"
890,8,"Dusty Bowl"
891,8,"Dyna Tree Hill"
892,8,"East Lake Axewell"
893,8,"Fields Of Honor"
894,8,"Forest Of Focus"
895,8,Freezington
896,8,"Frigid Sea"
897,8,"Frostpoint Field"
898,8,"Galar Mine"
899,8,"Galar Mine No 2"
900,8,"Giants Bed"
901,8,"Giants Foot"
902,8,"Giants Mirror"
903,8,"Giants Seat"
904,8,"Glimwood Tangle"
905,8,Hammerlocke
906,8,"Hammerlocke Hills"
907,8,"Honeycalm Island"
908,8,"Honeycalm Sea"
909,8,Hulbury
910,8,"Galar Iceberg Ruins"
911,8,"Insular Sea"
912,8,"Galar Iron Ruins"
913,8,"Lake Of Outrage"
914,8,"Lakeside Cave"
915,8,"Loop Lagoon"
916,8,"Master Dojo"
917,8,"Max Lair"
918,8,Motostoke
919,8,"Motostoke Outskirts"
920,8,"Motostoke Riverbank"
921,8,"North Lake Miloch"
922,8,"Old Cemetery"
923,8,"Path To The Peak"
924,8,Postwick
925,8,"Potbottom Desert"
926,8,"Roaring Sea Caves"
927,8,"Galar Rock Peak Ruins"
928,8,"Rolling Fields"
929,8,"Slippery Slope"
930,8,"Slumbering Weald"
931,8,"Snowslide Slope"
932,8,"Soothing Wetlands"
933,8,"South Lake Miloch"
934,8,Spikemuth
935,8,"Split Decision Ruins"
936,8,"Steamdrift Way"
937,8,"Stepping Stone Sea"
938,8,"Stony Wilderness"
939,8,"Stow On Side"
940,8,"Three Point Pass"
941,8,"Tower Of Darkness"
942,8,"Tower Of Waters"
943,8,"Training Lowlands"
944,8,"Tunnel To The Top"
945,8,Turffield
946,8,"Warm Up Tunnel"
947,8,"Watchtower Ruins"
948,8,Wedgehurst
949,8,"West Lake Axewell"
950,8,"Workout Sea"
951,8,Wyndon
952,9,"Aipom Hill"
953,9,"Ancient Quarry"
954,9,"Arenas Approach"
955,9,"Aspiration Hill"
956,9,"Avalanche Slopes"
957,9,"Avaluggs Legacy"
958,9,"Bathers Lagoon"
959,9,"Bolderoll Ravine"
960,9,"Bolderoll Slope"
961,9,"Bonechill Wastes"
962,9,"Brava Arena"
963,9,"Castaway Shore"
964,9,"Celestica Ruins"
965,9,"Celestica Trail"
966,9,"Clamberclaw Cliffs"
967,9,"Cloudcap Pass"
968,9,"Cloudpool Ridge"
969,9,"Coastlands Camp"
970,9,"Cottonsedge Prairie"
971,9,"Crossing Slope"
972,9,"Deadwood Haunt"
973,9,"Deertrack Heights"
974,9,"Deertrack Path"
975,9,"Diamond Heath"
976,9,"Diamond Settlement"
977,9,"Droning Meadow"
978,9,"Fabled Spring"
979,9,"Firespit Island"
980,9,"Floaro Gardens"
